comments,condition,difficulty,id,images,imageset,length,worker,description,image,time
,essential,2.0,35H6S234SEXCCQ26U4QLI2AOK7O65U,A,A,2.0,A207IHY6GERCFO,An older man sitting on a bench outside is surrounded by birds,https://imagecaptioningicl.azurewebsites.net/static/images/000000002142.jpg,44328
,essential,2.0,35H6S234SEXCCQ26U4QLI2AOK7O65U,A,A,2.0,A207IHY6GERCFO,Two horses stand on their hind legs while their riders wear time-period outfits,https://imagecaptioningicl.azurewebsites.net/static/images/000000000049.jpg,56047
,essential,2.0,35H6S234SEXCCQ26U4QLI2AOK7O65U,A,A,2.0,A207IHY6GERCFO,A bride and groom dressed in white are walking down the steps,https://imagecaptioningicl.azurewebsites.net/static/images/000000009372.jpg,41014
,essential,2.0,35H6S234SEXCCQ26U4QLI2AOK7O65U,A,A,2.0,A207IHY6GERCFO,A clock without numbers is in front of a corporate building,https://imagecaptioningicl.azurewebsites.net/static/images/000000003080.jpg,61936
,essential,2.0,35H6S234SEXCCQ26U4QLI2AOK7O65U,A,A,2.0,A207IHY6GERCFO,A dog is resting on a pillow inside of an open refrigerator,https://imagecaptioningicl.azurewebsites.net/static/images/000000010324.jpg,28391
,time,2.0,3IO1LGZLKDUVZ8L8S2XOUMKFMXP68W,A,A,2.0,A1NHTBY5YB9JH7,"Three male athletes, wearing pink uniforms are standing together in a gym.",https://imagecaptioningicl.azurewebsites.net/static/images/000000008305.jpg,37903
,time,2.0,3IO1LGZLKDUVZ8L8S2XOUMKFMXP68W,A,A,2.0,A1NHTBY5YB9JH7,A person dressed in black is sitting on a park bench surrounded be dozens of pigeons.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002142.jpg,36215
,time,2.0,3IO1LGZLKDUVZ8L8S2XOUMKFMXP68W,A,A,2.0,A1NHTBY5YB9JH7,"Two horses are performing on a grassy field, rising up together on their back legs.",https://imagecaptioningicl.azurewebsites.net/static/images/000000000049.jpg,47473
,time,2.0,3IO1LGZLKDUVZ8L8S2XOUMKFMXP68W,A,A,2.0,A1NHTBY5YB9JH7,"An Asian couple, dressed in white clothing, just got married and walking down a stairway, lined with well wishers.",https://imagecaptioningicl.azurewebsites.net/static/images/000000009372.jpg,76648
,time,2.0,3IO1LGZLKDUVZ8L8S2XOUMKFMXP68W,A,A,2.0,A1NHTBY5YB9JH7,A large clock is hanging on the outside of a business tower.,https://imagecaptioningicl.azurewebsites.net/static/images/000000003080.jpg,144313
,time,2.0,3IO1LGZLKDUVZ8L8S2XOUMKFMXP68W,A,A,2.0,A1NHTBY5YB9JH7,"A refrigerator door is open, revealing the lighted inside and it's contents.",https://imagecaptioningicl.azurewebsites.net/static/images/000000010324.jpg,81287
,essential,4.0,39RP059MELQGQ947IUOFAK72K3PBMA,C,C,2.0,A2FE6HDHREXIJ5,A group of men are holding rope that is tied to an animal.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002415.jpg,66440
,essential,4.0,39RP059MELQGQ947IUOFAK72K3PBMA,C,C,2.0,A2FE6HDHREXIJ5,A group of people are at the top of a double decker bus that has a Pride flag on the side of it and are driving by a large amount of people.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011494.jpg,95121
,essential,4.0,39RP059MELQGQ947IUOFAK72K3PBMA,C,C,2.0,A2FE6HDHREXIJ5,A motorcycle is parked on the side of the road near a national forest sign.,https://imagecaptioningicl.azurewebsites.net/static/images/000000005213.jpg,40355
,essential,4.0,39RP059MELQGQ947IUOFAK72K3PBMA,C,C,2.0,A2FE6HDHREXIJ5,A big clock is next to a lamppost on the sidewalk with a bridge behind it.,https://imagecaptioningicl.azurewebsites.net/static/images/000000009172.jpg,59797
,essential,4.0,39RP059MELQGQ947IUOFAK72K3PBMA,C,C,2.0,A2FE6HDHREXIJ5,A tennis player is holding a tennis racquet and is standing on the court in front of spectators.,https://imagecaptioningicl.azurewebsites.net/static/images/000000016308.jpg,55841
,essential,4.0,39RP059MELQGQ947IUOFAK72K3PBMA,C,C,2.0,A2FE6HDHREXIJ5,Two people hold umbrellas near a group of people in caps and gowns outside of a building.,https://imagecaptioningicl.azurewebsites.net/static/images/000000004975.jpg,88474
,essential,2.0,3IRIK4HM3EHXBBBL9EDTW8GYCOAC68,B,B,3.0,AVFHRN0S32V2H,An older man and a child are both holding a steering wheel controller of a video game while sitting on a blue couch.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011034.jpg,39601
,essential,2.0,3IRIK4HM3EHXBBBL9EDTW8GYCOAC68,B,B,3.0,AVFHRN0S32V2H,A man sitting on a wooden park bench with a brown and white dog in front of him and a black and white dog sitting behind the bench.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002400.jpg,39191
,essential,2.0,3IRIK4HM3EHXBBBL9EDTW8GYCOAC68,B,B,3.0,AVFHRN0S32V2H,Five bicyclists are riding across a wet one way street.,https://imagecaptioningicl.azurewebsites.net/static/images/000000001053.jpg,36448
,essential,2.0,3IRIK4HM3EHXBBBL9EDTW8GYCOAC68,B,B,3.0,AVFHRN0S32V2H,One police officer is on top of a horse while the other is sitting on a motorcycle.,https://imagecaptioningicl.azurewebsites.net/static/images/000000007524.jpg,63638
,essential,2.0,3IRIK4HM3EHXBBBL9EDTW8GYCOAC68,B,B,3.0,AVFHRN0S32V2H,An ancient vase with a horse drawn carriage on it is behind glass in a museum.,https://imagecaptioningicl.azurewebsites.net/static/images/000000003325.jpg,38521
,essential,2.0,3IRIK4HM3EHXBBBL9EDTW8GYCOAC68,B,B,3.0,AVFHRN0S32V2H,A red smart car is parked in front of a parking meter.,https://imagecaptioningicl.azurewebsites.net/static/images/000000012109.jpg,29767
,essential,2.0,37WLF8U1WTNFU9N91RURKRT6HXJ6KF,B,B,4.0,A314XJY8V1YL12,A man and his child are in a living room playing a video game.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011034.jpg,29706
,essential,2.0,37WLF8U1WTNFU9N91RURKRT6HXJ6KF,B,B,4.0,A314XJY8V1YL12,A happy man sits on a bench outside with his two dogs.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002400.jpg,27024
,essential,2.0,37WLF8U1WTNFU9N91RURKRT6HXJ6KF,B,B,4.0,A314XJY8V1YL12,Five people on bikes cross the road in front of a car.,https://imagecaptioningicl.azurewebsites.net/static/images/000000001053.jpg,24769
,essential,2.0,37WLF8U1WTNFU9N91RURKRT6HXJ6KF,B,B,4.0,A314XJY8V1YL12,A police officer on a horse chats with another police office on a motorcycle.,https://imagecaptioningicl.azurewebsites.net/static/images/000000007524.jpg,29563
,essential,2.0,37WLF8U1WTNFU9N91RURKRT6HXJ6KF,B,B,4.0,A314XJY8V1YL12,An ancient vase adorned with a chariot and people sits in a protective glass case in a museum.,https://imagecaptioningicl.azurewebsites.net/static/images/000000003325.jpg,48657
,essential,2.0,37WLF8U1WTNFU9N91RURKRT6HXJ6KF,B,B,4.0,A314XJY8V1YL12,A small red car is parked by an electric vehicle charging station on a city street.,https://imagecaptioningicl.azurewebsites.net/static/images/000000012109.jpg,32590
,time,2.0,31LVTDXBLB7J0Y3BEF9QAMXH2K2RL1,D,D,2.0,A21EZISIJ3JPSW,A man is giving a small child a stuffed animal. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000006579.jpg,40661
,time,2.0,31LVTDXBLB7J0Y3BEF9QAMXH2K2RL1,D,D,2.0,A21EZISIJ3JPSW,A group of people are playing ultimate frisbee and a woman is laying on the ground. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000006780.jpg,36242
,time,2.0,31LVTDXBLB7J0Y3BEF9QAMXH2K2RL1,D,D,2.0,A21EZISIJ3JPSW,A man wearing sunglasses is standing next to a sign holding a frisbee. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000007069.jpg,23798
,time,2.0,31LVTDXBLB7J0Y3BEF9QAMXH2K2RL1,D,D,2.0,A21EZISIJ3JPSW,A man is holding a tennis rackets standing on a tennis court with tennis balls on the ground. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000011567.jpg,38665
,time,2.0,31LVTDXBLB7J0Y3BEF9QAMXH2K2RL1,D,D,2.0,A21EZISIJ3JPSW,"A bike is next to a large circular object, like a table top and it appears to be raining or just rained. ",https://imagecaptioningicl.azurewebsites.net/static/images/000000018766.jpg,36230
,time,2.0,31LVTDXBLB7J0Y3BEF9QAMXH2K2RL1,D,D,2.0,A21EZISIJ3JPSW,A shopping cart is next to a fire hydrant. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000005755.jpg,16036
,control,2.0,35L9RVQFCSF9UUC2ROPXN5RUS2XUH1,A,A,3.0,A3SKEW89V5S0DI,Three men stand on an indoor court each holding a volleyball in their hands.,https://imagecaptioningicl.azurewebsites.net/static/images/000000008305.jpg,61555
,control,2.0,35L9RVQFCSF9UUC2ROPXN5RUS2XUH1,A,A,3.0,A3SKEW89V5S0DI,A man sits on a park bench feeding a large group of pigeons surrounding him.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002142.jpg,68743
,control,2.0,35L9RVQFCSF9UUC2ROPXN5RUS2XUH1,A,A,3.0,A3SKEW89V5S0DI,Two uniformed riders pull up on their horses in the middle of an equestrian course.,https://imagecaptioningicl.azurewebsites.net/static/images/000000000049.jpg,126085
,control,2.0,35L9RVQFCSF9UUC2ROPXN5RUS2XUH1,A,A,3.0,A3SKEW89V5S0DI,A bride and groom leave down the steps of a church as onlookers clap and take photos.,https://imagecaptioningicl.azurewebsites.net/static/images/000000009372.jpg,62417
,control,2.0,35L9RVQFCSF9UUC2ROPXN5RUS2XUH1,A,A,3.0,A3SKEW89V5S0DI,A freestanding clock sits outside of a large office building.,https://imagecaptioningicl.azurewebsites.net/static/images/000000003080.jpg,73476
,control,2.0,35L9RVQFCSF9UUC2ROPXN5RUS2XUH1,A,A,3.0,A3SKEW89V5S0DI,An open refrigerator door reveals a dog sitting on a pillow on the bottom shelf.,https://imagecaptioningicl.azurewebsites.net/static/images/000000010324.jpg,51550
,comprehensive,3.0,3KAKFY4PGYZPRVA3IMBH0829F2T3IW,B,B,3.0,A21EZISIJ3JPSW,A man and a young child are sitting in a living room playing a Wii game. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000011034.jpg,25897
,comprehensive,3.0,3KAKFY4PGYZPRVA3IMBH0829F2T3IW,B,B,3.0,A21EZISIJ3JPSW,A man is sitting on a rustic wooden bench in a woodsy area with two large dogs. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000002400.jpg,33290
,comprehensive,3.0,3KAKFY4PGYZPRVA3IMBH0829F2T3IW,B,B,3.0,A21EZISIJ3JPSW,A group of 5 bicyclists are crossing a the street at a cross rock while a silver car waits.   ,https://imagecaptioningicl.azurewebsites.net/static/images/000000001053.jpg,71431
,comprehensive,3.0,3KAKFY4PGYZPRVA3IMBH0829F2T3IW,B,B,3.0,A21EZISIJ3JPSW,A cop on a horse talks to a cop on a motorcycle near a group of people at in intersection.  ,https://imagecaptioningicl.azurewebsites.net/static/images/000000007524.jpg,75741
,comprehensive,3.0,3KAKFY4PGYZPRVA3IMBH0829F2T3IW,B,B,3.0,A21EZISIJ3JPSW,A brown urn with a horse pulling a cart painted on it in a museum with people in the background looking at different items in the museum.  ,https://imagecaptioningicl.azurewebsites.net/static/images/000000003325.jpg,127139
,comprehensive,3.0,3KAKFY4PGYZPRVA3IMBH0829F2T3IW,B,B,3.0,A21EZISIJ3JPSW,A small eco-friendly car parked next to a parking meter. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000012109.jpg,26675
,time,2.0,31QTRG6Q2XAIOKUVK2URZZZYAHIYP8,C,C,2.0,A207IHY6GERCFO,A group of men have an animal to help with labor,https://imagecaptioningicl.azurewebsites.net/static/images/000000002415.jpg,41070
,time,2.0,31QTRG6Q2XAIOKUVK2URZZZYAHIYP8,C,C,2.0,A207IHY6GERCFO,A rainbow flag hangs over the edge of a double-deck bus,https://imagecaptioningicl.azurewebsites.net/static/images/000000011494.jpg,35908
,time,2.0,31QTRG6Q2XAIOKUVK2URZZZYAHIYP8,C,C,2.0,A207IHY6GERCFO,A motorcycle is on the road near a forest area,https://imagecaptioningicl.azurewebsites.net/static/images/000000005213.jpg,33196
,time,2.0,31QTRG6Q2XAIOKUVK2URZZZYAHIYP8,C,C,2.0,A207IHY6GERCFO,A clock stands in front of a well-constructed arch,https://imagecaptioningicl.azurewebsites.net/static/images/000000009172.jpg,30666
,time,2.0,31QTRG6Q2XAIOKUVK2URZZZYAHIYP8,C,C,2.0,A207IHY6GERCFO,A professional female tennis player stands on the court with her racket,https://imagecaptioningicl.azurewebsites.net/static/images/000000016308.jpg,48240
,time,2.0,31QTRG6Q2XAIOKUVK2URZZZYAHIYP8,C,C,2.0,A207IHY6GERCFO,A woman in a group of people politely smiles while holding an umbrella over her head,https://imagecaptioningicl.azurewebsites.net/static/images/000000004975.jpg,32450
,comprehensive,4.0,3GU1KF0O4MYMBC1KAAG7RO1XP81BP7,A,A,3.0,AYCHPTQRYDT7G,"Three men inside a gymnasium wearing light pink sports jerseys and shorts are each holding a yellow and blue striped ball, looking toward the other side of the gym.",https://imagecaptioningicl.azurewebsites.net/static/images/000000008305.jpg,167417
,comprehensive,4.0,3GU1KF0O4MYMBC1KAAG7RO1XP81BP7,A,A,3.0,AYCHPTQRYDT7G,"An elderly gentleman is sitting on a wooden bench in a park, surrounded by a large flock of pigeons, who are eating food he has thrown on the ground for them.",https://imagecaptioningicl.azurewebsites.net/static/images/000000002142.jpg,74836
,comprehensive,4.0,3GU1KF0O4MYMBC1KAAG7RO1XP81BP7,A,A,3.0,AYCHPTQRYDT7G,"One dark colored horse and one white horse, each being ridden by a man in a white and blue costume, are both rearing up on their hind legs on a bright green lawn.",https://imagecaptioningicl.azurewebsites.net/static/images/000000000049.jpg,94703
,comprehensive,4.0,3GU1KF0O4MYMBC1KAAG7RO1XP81BP7,A,A,3.0,AYCHPTQRYDT7G,"The bride and groom, both dressed in all white, are exiting the wedding venue onto the outside stairs, surrounded by people on both sides of the steps who are taking pictures and clapping for them.",https://imagecaptioningicl.azurewebsites.net/static/images/000000009372.jpg,64548
,comprehensive,4.0,3GU1KF0O4MYMBC1KAAG7RO1XP81BP7,A,A,3.0,AYCHPTQRYDT7G,"An all-metal clock face with no numbers on it, is on the side of a tall building, and is showing a time of 3:22 in the afternoon.",https://imagecaptioningicl.azurewebsites.net/static/images/000000003080.jpg,86797
,comprehensive,4.0,3GU1KF0O4MYMBC1KAAG7RO1XP81BP7,A,A,3.0,AYCHPTQRYDT7G,"In a dark kitchen, a refrigerator door is open with the light on inside of it, showing the crowded contents, but a small dog in a bed on the lowest shelf, looking out at the kitchen.",https://imagecaptioningicl.azurewebsites.net/static/images/000000010324.jpg,71220
,control,3.0,33NF62TLXNZRI42GLAOGTVYB333KJZ,A,A,3.0,A21EZISIJ3JPSW,Three men in pink uniforms holding a blue and green volley balls look into the distance. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000008305.jpg,75460
,control,3.0,33NF62TLXNZRI42GLAOGTVYB333KJZ,A,A,3.0,A21EZISIJ3JPSW,A man sitting on a bench with a baseball hat surrounded by pigeons. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000002142.jpg,41431
,control,3.0,33NF62TLXNZRI42GLAOGTVYB333KJZ,A,A,3.0,A21EZISIJ3JPSW,A black and white horse on their hind legs each with a person in a white outfit and hat on a large grass field with equestrian equipment in the background. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000000049.jpg,115067
,control,3.0,33NF62TLXNZRI42GLAOGTVYB333KJZ,A,A,3.0,A21EZISIJ3JPSW,"A couple in wedding attire walks out of a building surrounded bhy people, some of whom have cameras. ",https://imagecaptioningicl.azurewebsites.net/static/images/000000009372.jpg,34378
,control,3.0,33NF62TLXNZRI42GLAOGTVYB333KJZ,A,A,3.0,A21EZISIJ3JPSW,An office building with a clock tower in front showing the time of 3:22 PM since their is daylight. ,https://imagecaptioningicl.azurewebsites.net/static/images/000000003080.jpg,91256
,control,3.0,33NF62TLXNZRI42GLAOGTVYB333KJZ,A,A,3.0,A21EZISIJ3JPSW,A side by side fridge with the right refrigerator door open and the light on in a dark kitchen.  ,https://imagecaptioningicl.azurewebsites.net/static/images/000000010324.jpg,47106
,time,2.0,32Z9ZLUT1PHEHPS5V2DOOZZ5AGAHOC,B,B,3.0,A3SKEW89V5S0DI,A man and child sit on a couch together.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011034.jpg,33641
,time,2.0,32Z9ZLUT1PHEHPS5V2DOOZZ5AGAHOC,B,B,3.0,A3SKEW89V5S0DI,A man sits on a park bench with two large dogs sitting on either side of the bench.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002400.jpg,50460
,time,2.0,32Z9ZLUT1PHEHPS5V2DOOZZ5AGAHOC,B,B,3.0,A3SKEW89V5S0DI,Bike riders form up in a line in a small parking area.,https://imagecaptioningicl.azurewebsites.net/static/images/000000001053.jpg,41864
,time,2.0,32Z9ZLUT1PHEHPS5V2DOOZZ5AGAHOC,B,B,3.0,A3SKEW89V5S0DI,Policemen on a horse and a motorcycle sit in front of people lined up on the side of the road.,https://imagecaptioningicl.azurewebsites.net/static/images/000000007524.jpg,53718
,time,2.0,32Z9ZLUT1PHEHPS5V2DOOZZ5AGAHOC,B,B,3.0,A3SKEW89V5S0DI,An ancient urn sits in a glass case in the middle of a gallery.,https://imagecaptioningicl.azurewebsites.net/static/images/000000003325.jpg,38104
,time,2.0,32Z9ZLUT1PHEHPS5V2DOOZZ5AGAHOC,B,B,3.0,A3SKEW89V5S0DI,A small car is parked on the street next to a meter.,https://imagecaptioningicl.azurewebsites.net/static/images/000000012109.jpg,47416
,comprehensive,2.0,3G2UL9A02HBRZUGPIX5IGMOKBDL67B,C,C,3.0,A3SKEW89V5S0DI,Men surround an ox tethered by ropes in a field surrounded by stone houses.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002415.jpg,62571
,comprehensive,2.0,3G2UL9A02HBRZUGPIX5IGMOKBDL67B,C,C,3.0,A3SKEW89V5S0DI,People wave from the top of a double decker bus to onlookers lined up along the road.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011494.jpg,82928
,comprehensive,2.0,3G2UL9A02HBRZUGPIX5IGMOKBDL67B,C,C,3.0,A3SKEW89V5S0DI,A lone motorcycle sits parked on the side of a country road.,https://imagecaptioningicl.azurewebsites.net/static/images/000000005213.jpg,23665
,comprehensive,2.0,3G2UL9A02HBRZUGPIX5IGMOKBDL67B,C,C,3.0,A3SKEW89V5S0DI,A freestanding clock sits near a metal bridge on a clear sunny day.,https://imagecaptioningicl.azurewebsites.net/static/images/000000009172.jpg,64619
,comprehensive,2.0,3G2UL9A02HBRZUGPIX5IGMOKBDL67B,C,C,3.0,A3SKEW89V5S0DI,A female tennis player stands on a grass court as fans watch on from the stands.,https://imagecaptioningicl.azurewebsites.net/static/images/000000016308.jpg,40722
,comprehensive,2.0,3G2UL9A02HBRZUGPIX5IGMOKBDL67B,C,C,3.0,A3SKEW89V5S0DI,People wearing graduation robes stand outside a large brick building in the rain.,https://imagecaptioningicl.azurewebsites.net/static/images/000000004975.jpg,43984
,essential,4.0,3D8YOU6S9IHTX5SLV5YTQE24JOJU62,B,B,4.0,A1MIR0TP081SKT,An Adult and a young boy holding gaming tools seated on the couch in living room.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011034.jpg,288742
,essential,4.0,3D8YOU6S9IHTX5SLV5YTQE24JOJU62,B,B,4.0,A1MIR0TP081SKT,Person with two dogs is sitting on a bench with a camera.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002400.jpg,41383
,essential,4.0,3D8YOU6S9IHTX5SLV5YTQE24JOJU62,B,B,4.0,A1MIR0TP081SKT,Five bicycle riders wearing helmets with  are crossing the road.,https://imagecaptioningicl.azurewebsites.net/static/images/000000001053.jpg,94999
,essential,4.0,3D8YOU6S9IHTX5SLV5YTQE24JOJU62,B,B,4.0,A1MIR0TP081SKT,A policemen on a bike and a girl on the horse are on the road.,https://imagecaptioningicl.azurewebsites.net/static/images/000000007524.jpg,124367
,essential,4.0,3D8YOU6S9IHTX5SLV5YTQE24JOJU62,B,B,4.0,A1MIR0TP081SKT,A vase with some ancient paintings on it is inside  a glass chamber.,https://imagecaptioningicl.azurewebsites.net/static/images/000000003325.jpg,53471
,essential,4.0,3D8YOU6S9IHTX5SLV5YTQE24JOJU62,B,B,4.0,A1MIR0TP081SKT,A small car is parked near a petrol station.,https://imagecaptioningicl.azurewebsites.net/static/images/000000012109.jpg,23840
I would have liked to see some examples before starting on the task to get a better idea of what kind of descriptions you were looking for,essential,3.0,3PW9OPU9PUHP67IM6FC6PZGVSMO21Y,B,B,3.0,A3L60SOWLYEDN2,A man and a boy are sitting on a char in a living room holding game controllers,https://imagecaptioningicl.azurewebsites.net/static/images/000000011034.jpg,59966
I would have liked to see some examples before starting on the task to get a better idea of what kind of descriptions you were looking for,essential,3.0,3PW9OPU9PUHP67IM6FC6PZGVSMO21Y,B,B,3.0,A3L60SOWLYEDN2,A man holding a camera is sitting on a park bench outdoors with two dogs,https://imagecaptioningicl.azurewebsites.net/static/images/000000002400.jpg,43448
I would have liked to see some examples before starting on the task to get a better idea of what kind of descriptions you were looking for,essential,3.0,3PW9OPU9PUHP67IM6FC6PZGVSMO21Y,B,B,3.0,A3L60SOWLYEDN2,A group of bicyclists are crossing a street,https://imagecaptioningicl.azurewebsites.net/static/images/000000001053.jpg,42871
I would have liked to see some examples before starting on the task to get a better idea of what kind of descriptions you were looking for,essential,3.0,3PW9OPU9PUHP67IM6FC6PZGVSMO21Y,B,B,3.0,A3L60SOWLYEDN2,A couple of police officers are stopped on a street near a crowed. One is on horseback and the other is on a motorcycle.,https://imagecaptioningicl.azurewebsites.net/static/images/000000007524.jpg,86814
I would have liked to see some examples before starting on the task to get a better idea of what kind of descriptions you were looking for,essential,3.0,3PW9OPU9PUHP67IM6FC6PZGVSMO21Y,B,B,3.0,A3L60SOWLYEDN2,An ancient vase on display in a museum. The painting on the vase displays a few people on a chariot with horses.,https://imagecaptioningicl.azurewebsites.net/static/images/000000003325.jpg,42622
I would have liked to see some examples before starting on the task to get a better idea of what kind of descriptions you were looking for,essential,3.0,3PW9OPU9PUHP67IM6FC6PZGVSMO21Y,B,B,3.0,A3L60SOWLYEDN2,A small electric car is parked on the side of the street next to a parking meter.,https://imagecaptioningicl.azurewebsites.net/static/images/000000012109.jpg,27775
,control,2.0,3NL0RFNU0JK1FMJVI31CNT9SL8TK4S,B,B,3.0,AZS1ZZRYENXVK,The man and his son sitting in the sofa playing video games.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011034.jpg,82873
,control,2.0,3NL0RFNU0JK1FMJVI31CNT9SL8TK4S,B,B,3.0,AZS1ZZRYENXVK,A photographer took photo with dogs in the park.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002400.jpg,32365
,control,2.0,3NL0RFNU0JK1FMJVI31CNT9SL8TK4S,B,B,3.0,AZS1ZZRYENXVK,Number of bicyclists cross the road in bicycle.,https://imagecaptioningicl.azurewebsites.net/static/images/000000001053.jpg,71070
,control,2.0,3NL0RFNU0JK1FMJVI31CNT9SL8TK4S,B,B,3.0,AZS1ZZRYENXVK,A girl sitting on the horse and police man watching her.,https://imagecaptioningicl.azurewebsites.net/static/images/000000007524.jpg,26472
,control,2.0,3NL0RFNU0JK1FMJVI31CNT9SL8TK4S,B,B,3.0,AZS1ZZRYENXVK,An artistic pot showcase in the museum for people.,https://imagecaptioningicl.azurewebsites.net/static/images/000000003325.jpg,51830
,control,2.0,3NL0RFNU0JK1FMJVI31CNT9SL8TK4S,B,B,3.0,AZS1ZZRYENXVK,A red with black color nano car stop in front of petrol punk.,https://imagecaptioningicl.azurewebsites.net/static/images/000000012109.jpg,42166
,comprehensive,3.0,3GNA64GUZI15M8LQ9D4JO7RFKAG5QA,A,A,2.0,A10NF5TK6IFNX6,A group of friends playing volley ball in a tournament,https://imagecaptioningicl.azurewebsites.net/static/images/000000008305.jpg,95756
,comprehensive,3.0,3GNA64GUZI15M8LQ9D4JO7RFKAG5QA,A,A,2.0,A10NF5TK6IFNX6,An old man feeding food to a number of birds,https://imagecaptioningicl.azurewebsites.net/static/images/000000002142.jpg,103840
,comprehensive,3.0,3GNA64GUZI15M8LQ9D4JO7RFKAG5QA,A,A,2.0,A10NF5TK6IFNX6,Two men with two horses practicing for race,https://imagecaptioningicl.azurewebsites.net/static/images/000000000049.jpg,163693
,comprehensive,3.0,3GNA64GUZI15M8LQ9D4JO7RFKAG5QA,A,A,2.0,A10NF5TK6IFNX6,A married couple came out from wedding hall,https://imagecaptioningicl.azurewebsites.net/static/images/000000009372.jpg,39758
,comprehensive,3.0,3GNA64GUZI15M8LQ9D4JO7RFKAG5QA,A,A,2.0,A10NF5TK6IFNX6,In a outside building there is clock it shows the time,https://imagecaptioningicl.azurewebsites.net/static/images/000000003080.jpg,94415
,comprehensive,3.0,3GNA64GUZI15M8LQ9D4JO7RFKAG5QA,A,A,2.0,A10NF5TK6IFNX6,A cute little dog  is laying on the open refrigerator,https://imagecaptioningicl.azurewebsites.net/static/images/000000010324.jpg,57871
,comprehensive,4.0,3A9AA95AT0JKMWKB90PUO215FEW5PL,D,D,4.0,A1MIR0TP081SKT,A group of people including a female soldier surround a boy holding a toy.,https://imagecaptioningicl.azurewebsites.net/static/images/000000006579.jpg,70044
,comprehensive,4.0,3A9AA95AT0JKMWKB90PUO215FEW5PL,D,D,4.0,A1MIR0TP081SKT,A group of players playing in a field while other people are watching them.,https://imagecaptioningicl.azurewebsites.net/static/images/000000006780.jpg,37602
,comprehensive,4.0,3A9AA95AT0JKMWKB90PUO215FEW5PL,D,D,4.0,A1MIR0TP081SKT,A man with frisbee is standing near a advertisement board.,https://imagecaptioningicl.azurewebsites.net/static/images/000000007069.jpg,45416
,comprehensive,4.0,3A9AA95AT0JKMWKB90PUO215FEW5PL,D,D,4.0,A1MIR0TP081SKT,A badminton player holding a racket and a ball is in badminton field.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011567.jpg,45579
,comprehensive,4.0,3A9AA95AT0JKMWKB90PUO215FEW5PL,D,D,4.0,A1MIR0TP081SKT,A blue bicycle on which an umbrella is tied.,https://imagecaptioningicl.azurewebsites.net/static/images/000000018766.jpg,54325
,comprehensive,4.0,3A9AA95AT0JKMWKB90PUO215FEW5PL,D,D,4.0,A1MIR0TP081SKT,A blue trolly basket is placed near a fire extinguisher.,https://imagecaptioningicl.azurewebsites.net/static/images/000000005755.jpg,57764
"I had a popup box, but I couldn't see what it said.",essential,1.0,3Q5ZZ9ZEVSCZG4LUNJNJ2G6FQ4U852,B,B,1.0,AOIR8V07FYMH5,A boy and a man sitting on a couch playing a game on the Wii system in their living room. A fish tank is behind them.,https://imagecaptioningicl.azurewebsites.net/static/images/000000011034.jpg,45032
"I had a popup box, but I couldn't see what it said.",essential,1.0,3Q5ZZ9ZEVSCZG4LUNJNJ2G6FQ4U852,B,B,1.0,AOIR8V07FYMH5,Two dogs are sitting by a bench that a bald man is sitting on. He is holding a camera.,https://imagecaptioningicl.azurewebsites.net/static/images/000000002400.jpg,23591
"I had a popup box, but I couldn't see what it said.",essential,1.0,3Q5ZZ9ZEVSCZG4LUNJNJ2G6FQ4U852,B,B,1.0,AOIR8V07FYMH5,5 people riding bicycles are crossing a road with helmets on.,https://imagecaptioningicl.azurewebsites.net/static/images/000000001053.jpg,27931
"I had a popup box, but I couldn't see what it said.",essential,1.0,3Q5ZZ9ZEVSCZG4LUNJNJ2G6FQ4U852,B,B,1.0,AOIR8V07FYMH5,"Two police offers are talking to each other, one of which is on a motorcycle, while the other is on a horse.",https://imagecaptioningicl.azurewebsites.net/static/images/000000007524.jpg,21987
